Chinese gloss	English meaning	Guangdian Mien (Jiangdi)	Xiangnan Mien (Miaoziyuan)	Diangui Kim Mun (Liangzi)	Fanghai Kim Mun (Tansan)	Changping Mien [Biao Mon]	Luoxiang Mien	Daping Dzao Min	Dongshan Biao Min	Shikou Biao Min [Chao Kong Meng]	Niuweizhai Biao Min [Moxi]
一	one	jet¹²	ji²³; i²¹	a³³	a³³	no³⁵	jit⁴³	a⁴⁴	i³³	i³⁵	i³³
二	two	i³³	i³³	i³⁵	i³⁵	i³³	vi³³	vi⁴²	wəi³³	vi³³	wei³³
三	three	pwo³³	pwə³³	po³⁵	ʔpu³⁵	pu³³	pu³³	bu⁴²	pau³³	vɔu³³	pəu³³
四	four	pjei³³	pei³³	pjei³⁵	ʔpjɛi³⁵	plei³³	pje³³	pɛi⁴²	pləi³³	pli³³	pɣɯi³³
五	five	pja³³	pa³³	pja³⁵	ʔpja³⁵	pla³³	pla³³	pjɛ⁴²	pla³³	pla³³	pɣa³³
六	six	tɕu⁵⁵	ku⁵³	kjɔ²⁴	kjɔ³⁵	kju⁵⁴	kwo⁴³	tɔu⁴⁴	klɔ⁵³	klɔ³⁵	pɣɔ⁵⁵
七	seven	sje¹³	sje¹¹	ȵi²²	ȵi³²	ŋi²²	ȵi¹¹	ȵi²²	ni⁴²	ŋi¹³	ɕi³¹
八	eight	ɕet¹²	hje²¹	jɛt²¹	jɛːt³²	jat²¹	jat³²	dzat²²	hjɛn⁴²	jæ²²	hjɯ⁵³
九	nine	dwo³¹	dwə³¹	du³³	du³³	du³¹	du³¹	ku⁵³	iu³¹	tɕu⁵⁵	du⁵³
十	ten	tsjop¹²	tsje²¹	sap²¹	ɕap³²	sjəp²¹	ɕep³²	sjɛp²²	ȶʰan⁴²	tɕæ²²	tɕʰwa⁵³
一百	one hundred	jet¹²pɛ⁵⁵	ji³¹pɛ⁵⁴	a³³pɛ³⁵	a³³ʔpɛ³⁵	i³¹pe⁵⁴	jet⁴³pɛ⁴³	a⁴⁴ba⁴⁴	i³³pɛ⁵³	i³⁵ba³⁵	i³³pje⁵⁵
一千	one thousand	jet¹²tsʰin³³	ji³¹tsʰiŋ³³	a³³tin³¹	a³³tʰin¹³	i³¹θin³³	jet⁴³θin³³	a⁴⁴hun⁴⁴	i³³tɕʰɛn³³	i³⁵tsʰjen³³	i³³tsʰin³³
一万	ten thousand	jet¹²waːn¹³	ji³¹waŋ¹¹	a³³maːn²²	a³³maːn³²	i³¹vam²²	jet⁴³maːn¹¹	a⁴⁴van²²	i³³wən⁴²	i³⁵veŋ¹³	i³³wan³¹
