Chinese gloss	English meaning	Guangdian Mien (Jiangdi)	Xiangnan Mien (Miaoziyuan)	Diangui Kim Mun (Liangzi)	Fanghai Kim Mun (Tansan)	Changping Mien [Biao Mon]	Luoxiang Mien	Daping Dzao Min	Dongshan Biao Min	Shikou Biao Min [Chao Kong Meng]	Niuweizhai Biao Min [Moxi]
这	this	naːi⁵²	na⁵³	nei⁵⁴⁵	nɛi⁴²	ni³¹	nei⁵³	na²⁴	na³⁵	ŋ̩³⁵	m̩⁵⁵
那	that	wo⁵²	wo⁵³	wa⁵⁴⁵	va⁵⁵	u⁵³	wa⁵³	vɛi⁴²	wə³⁵	a³⁵	ha³¹
这里	here	naːi⁵²dau³³	na⁵³dau³³	nei⁵⁴⁵ti⁴⁴	nɛi⁴²	ni³¹gəŋ³⁵	nei⁵³tei³⁵	na²⁴naŋ⁵³	na³⁵hjɛn⁴²	ŋ̩³⁵nɛ³³	m̩⁵⁵mɔ³³
那里	there	wo⁵²dau³³	wo⁵³dau³³	wa⁵⁴⁵ti⁴⁴	va⁵⁵	u⁵³gəŋ³⁵	wa⁵³tei⁵⁵	vɛi⁴²naŋ⁵³	wə³⁵hjɛn⁴²	a³⁵dɛ³³	ha³¹pɔ³⁵
怎样	how	haːi²⁴ȵuŋ¹³	tsəu³⁵dzwəŋ⁵³	saŋ³³lai⁴⁴	aŋ²²laːi	a³³laːi³⁵joŋ²²	taŋ⁵⁵ŋaːi⁵⁵tei⁵⁵	ha²²ni²²	hai²⁴jɛn⁴²	tsa⁴⁴jɔŋ¹³	hei⁵³jɯ³¹
什么	what	ke²⁴ȵou³³	hɛŋ³⁵nai⁵³	lai³¹huŋ⁴³	nɛn¹³tʰɔu³¹	kɔ³¹dzjen⁵⁵	tɕwai⁵⁵	si⁵³ni⁴⁴	di²⁴dəi³¹	tʰjɔ³³su³³	hei⁵³jɯ³¹
谁	who	haːi²⁴tau³¹	ha³⁵tau³¹	man³¹	maːn¹³	ka³¹naːn¹²¹	ai⁵⁵tau³¹	si⁵³min⁵³	ha²⁴tau³¹	le³¹lən⁵⁵	ha⁴³³la⁵³
哪个	which	haːi²⁴tau³¹	ha³⁵tau³¹	lai³¹tau³³	lɛi³³ʔtau³³	ka³¹naːn¹²¹	ai⁵⁵tau³¹	si⁵³puŋ²²na⁴⁴	ha²⁴tau³¹	le³¹lən⁵⁵	ha⁴³³la⁵³
都	all (adverb)	sjaŋ²⁴	tu³³	lɔ⁴⁴	lɔ³³⁵	tu³³	tu⁵³	su⁵³	tʰuŋ³³	hɔŋ³³	tu³³
刚才	just now	ŋan³¹tɕaŋ³³	tsʰiŋ³⁵	ȡaŋ⁵⁴⁵	ɕaŋ⁴²	bə³¹na³¹	ŋaːm⁵³ŋaːm⁵³	nu⁴⁴tsaŋ⁴²	ŋa⁴²tɕaŋ⁵³	tɕen³³	tɕɯŋ³⁵tɕɯŋ³³
不	no	n̩²⁴	ŋ̩⁵³	ma³⁵	ma³⁵	na⁵³	m̩³⁵	ŋ̩⁵³	n̩²⁴	ŋ̩³⁵	mei⁵³
没有	not have	maːi⁵²		ma³⁵naːi³³	ma³⁵naːi³³	na⁵³maːi³¹	m̩³⁵maːi⁵³	ŋ̩⁵³nɔu⁴⁴	ɬa⁴²	ma¹³	mei⁵³nu⁵⁵
还	yet	tsʰo¹³	ha³¹	ɛŋ⁴⁴	ŋ̩³³⁵	hwan³¹	tɕuŋ¹¹	su⁵³	wɛ⁴²	ha³³	hai³¹
很	very	hai²⁴		hɛn³³	jɔŋ¹³	hən⁵³	hou³⁵	hɛŋ²²	hən⁵³	ple⁴⁴	ɕɯ⁵³
就	emphatic	tsjou¹³	tsjəu¹¹	bi⁴⁴	ɕuŋ³²	tsjəu²²	tou¹¹	sɛ⁴⁴	tʰjau³³	tsjɔu³¹	tə³¹
再	again	ɛːŋ²⁴	ɛŋ³⁵	tθaːi²¹²	ŋ̩³³⁵	eŋ³⁵	tɕuŋ¹¹	sjam²²	tsʰɛ²⁴	tsai¹³	tsje³³
又	also	ju¹³	jəu¹¹	jou²²	jɔu³²	jəu²²	jeu¹¹	dzau²⁴	ja⁴²	tse³³	jəu³¹
最	most	tsuːi²⁴	tsui³⁵	dai²²	ȶi³⁵	tsei³⁵	θui³⁵	tsi⁵³	tsui²⁴	tse⁴⁴	tau³¹
和	and	tsʰin³³	tsʰau³⁵	kɔn⁵⁴⁵	kan⁵⁵	taŋ²²	taŋ¹¹	ka⁴⁴	kiŋ³³	ən³³	ka⁵⁵
