Chinese gloss	English meaning	Guangdian Mien (Jiangdi)	Xiangnan Mien (Miaoziyuan)	Diangui Kim Mun (Liangzi)	Fanghai Kim Mun (Tansan)	Changping Mien [Biao Mon]	Luoxiang Mien	Daping Dzao Min	Dongshan Biao Min	Shikou Biao Min [Chao Kong Meng]	Niuweizhai Biao Min [Moxi]
头	head	pu³¹goːŋ⁵²	ŋ̩³¹gɔŋ⁵³	pjei⁵⁴⁵	ʔpjɛi⁵⁵	bə³¹gaːi³⁵	pje⁵³	pɛi²⁴fɔu⁴⁴	pli³⁵	pli³⁵	pɣui³⁵
额头	forehead	pjoːŋ³¹	pɔŋ³¹	plɔŋ³³	ʔpjɛi⁵⁵ȵa³³	bə³¹da"ŋ²²	peŋ¹¹daŋ¹¹	lɔŋ⁴⁴paŋ⁵³	plə⁴²tau³¹	puŋ⁵⁵	ŋi⁵³tau³¹pɣui³⁵
髻	topknot, bun	pu³¹tsoŋ¹³	tsoŋ¹¹	pjei⁵⁴⁵ȵɔi³⁵	dɔːt³⁵	ðwət⁵⁴	dot⁴³	kui⁴⁴tɔŋ²⁴	dzwan⁵³	tsɛ³⁵	tswan⁵⁵
头旋儿	hair whorl	pu³¹goːŋ⁵²tsun¹³	tsuŋ¹¹	pjei⁵⁴⁵gwei³⁵	ʔpjɛi⁵⁵gwɛi³⁵θun³²	kwjei³³kwjei³³	θwən¹¹	a⁴⁴hin²²	tɕɛn⁴²	tsiŋ¹³	tsuŋ³¹
头发	hair (head)	pu³¹pjei³³	puŋ³¹pei³³	pjei⁵⁴⁵dɔŋ³⁵	ʔpjɛi⁵⁵ʔpjɛi³⁵	bə³¹gaːi³⁵plei³³	pje³³	pɛi⁴⁴	pli³⁵dzɔŋ³³	pli³⁵pli³³	pɣui³⁵pɣɯi³³
辫子	braid	bin²³¹	biŋ²³²	bin³²	bin³¹	bin¹²¹	ta¹¹bin²¹³	a⁴⁴bjɛn²²	tʰu³³	pa⁵⁵ɕaŋ³⁵	pin⁵³tsɯ³¹
眼睛	eye	mwei¹³tsiːŋ³³	n̩³¹tsiŋ³³	mei²²	mɛi³²ŋan³³	mui²²	mwei¹¹	mai⁵³tɛŋ⁴⁴	mi⁵³tɕɛ³³	mai¹³	mwei³¹
耳朵	ear	mu³¹noːm³¹	n̩³¹nɔŋ³¹	bu³³nɔm³³	bu³³nɔm³³	bə³¹kjəu³³	pa³¹tɕeu³³	biu⁵³kɔi²⁴	blau³¹kau⁴²tsaŋ³⁵	pæ⁵⁵kæ³⁵	pɣɯ⁵³kɣɯ³³
鼻子	nose	bjut¹²kʰot⁵⁵	bu²¹kʰwə⁵⁴	bu³³ȶɔŋ³⁵	bu³³ȶɔŋ³⁵	blui²²	pa³¹tɕɔŋ³³	bi⁵³kjaŋ⁵³	bli⁴²kʰwan⁵³	pli²²kɛ³⁵	pɣui³¹
