蝴蝶	butterfly	sap⁵⁵paŋ³³	fei³³mau³³mau³³	buŋ³³blou³²	buŋ³³blɔu³¹	kə³¹bjəu⁵⁵	ka³¹bjeu⁵⁵	sap⁵³saŋ²²bɛt⁴⁴	sui⁵³bja⁴²	pu⁵⁵pjɔn⁴⁴	pʰu⁵³pʰjəu⁴⁴
蜻蜓	dragonfly	dʑiːŋ³¹guŋ⁵²	dziŋ³¹guŋ³³	kjɛŋ³⁵luŋ⁵⁴⁵	kɛːŋ³⁵nɔŋ⁵⁵	bu³¹noŋ⁵³	nu⁴³guŋ⁵³	ŋaŋ⁵³ŋɛi²²	glɔ³⁵	koŋ³³kaŋ³⁵	nɔ³¹ni³³
萤火虫	firefly	ȵɛːŋ³¹kʰwje⁵²	jaŋ³¹hɔ⁵³tsoŋ³¹	duŋ³³niŋ³⁵tou³²	niɬŋ³³⁵ʔtɔu³¹	kə⁵³ðit⁵⁴kwəŋ³³	tɛŋ¹¹nɛŋ³¹tou²¹³	tuŋ⁵³nɛŋ⁴⁴kɔu⁴⁴	ku⁵³ku⁵³n̥ɛŋ³³	kʰliŋ³⁵teu³¹kʰliŋ³⁵	mwei⁵³tɕaŋ³³kɣɯ³³
蜈蚣	centipede	sap⁵⁵	u³¹koŋ³³	tθap³²	θaːp¹²	θap⁵⁴	ɕap⁴³	bjau⁴⁴kuŋ⁴⁴tsap⁴⁴	u³³kuŋ³³	vuŋ⁵⁵kɔŋ³³ljəŋ⁵⁵	sai⁵⁵
蜘蛛	spider	ke³¹ȵo¹³	kɛŋ³³ȵɔ¹¹	kjɛŋ³⁵ȵa⁵⁴⁵	kɛːŋ³⁵ȵaːu⁵⁵	kjeŋ³³kja¹²¹	kɛŋ³³ka²¹³	mɔŋ⁵³kuŋ²²tsaŋ²⁴	wan³¹	ba²²la⁵⁵	mjɯ³¹
蟋蟀	cricket	dzje³¹ai⁵²	kɛŋ³¹tʰiu³⁵	kjɛŋ³⁵bjaːt²⁴	kɛːŋ³⁵bjaːt³⁵	ki³¹ðit⁵⁴	kɛŋ³³dja³²	tɔu²⁴kɛi²²	tin⁴²tin⁵³lin³⁵	ljɔŋ⁵⁵kɔŋ³³tɕʰiŋ⁵⁵liŋ⁵⁵	tsau³⁵ki³³
蚱蜢	grasshopper	tɕop⁵⁵	kəu⁵⁴	kjɛŋ³⁵man³²	kiːm³³dɛːk³⁵	kjəp⁵⁴pi⁵⁵	gap³²ta⁴³	pɛt²²	klin⁵³	klə³⁵	kɣai⁵⁵mjɯ³¹
螳螂	praying mantis	ku²⁴ȵaŋ³³		kjɛŋ³⁵man³²ŋɔŋ³³	gjɛn³³man⁵⁵	mu³¹ma⁵³dzjaŋ³⁵	muŋ¹¹ma⁵⁵	dzɛi²²lɔi²²ni⁴⁴	kəu⁴²tin³⁵kəu⁴²	mwə²²mwei³³klaŋ³³	pɯ⁵³kɔŋ³³laŋ³¹si³³
蝉	cicada	ljaŋ²⁴mɛːŋ³³	jaŋ³¹jaŋ³¹mɛ³³	kjɛŋ³⁵dɔːt²⁴	kɛːŋ³⁵vɛːŋ¹³	lau³³lan³³meŋ³³	lan³³mɛŋ³³	naŋ²²naŋ²²ni⁴⁴	ɬɛ⁴²ɬɛ⁴²ŋjɛŋ³³	laŋ²²laŋ²²miŋ³³	laŋ³¹laŋ³¹ȵe³³
蚯蚓	earthworm	naːŋ³³dzuŋ³³	kaŋ³¹dzuŋ⁵³naŋ³³	duŋ³³naŋ³⁵	duŋ³¹naːŋ³⁵	gju³¹naŋ³³	duŋ³¹naːŋ³³	kai²⁴dziŋ⁴⁴nɔŋ⁴⁴	hwjə³³	jɔŋ³³	tɕy⁵³tɕy⁵³naŋ³³
蛔虫	roundworm	naːŋ³³dzuŋ³³	kaŋ³¹dzuŋ⁵³naŋ³³	duŋ³³ȡim³⁵	ŋ̩²²ȡim³⁵	dzim³³	dʑim³³	kai²⁴dziŋ⁴⁴nɔŋ⁴⁴	hwjə³³	jɔŋ³³	tɕy⁵³tɕy⁵³naŋ³³
蛆虫	maggot	gai⁵²tɕɛːŋ³³	gai⁵³kɛŋ³³	kjɛŋ³⁵tθai²¹	kɛːŋ³⁵θai³³¹	kjeŋ³³nwat⁵⁴	dai⁵³kɛŋ³³	kai²⁴tsaŋ⁴⁴	kjai³⁵dɔŋ³⁵klɛ³³	dœn⁵⁵bwei⁵⁵klaŋ³³	tan⁵³pwən⁴⁴kɣɯ³³
蚂蚁	ant	dzjou⁵²	dzjəu⁵³	sou⁴³	ɕɔu⁴²	dzjəu⁵³	ɕeu⁵³	a⁴⁴dziu²⁴	sau³⁵	tɕʰɔu³⁵dən³³	tɕʰəu³⁵
臭虫	bedbug	pje³³	pje³³	pi³⁵	ʔpi³⁵	pi³³	pi³³	tsaŋ⁴⁴bɛi⁴⁴	pi³³	beŋ³³ljɔŋ⁵⁵	pi⁴⁴
跳蚤	flea	tɕu⁵²mwo³³	ku⁵³mwə³³	tlo⁵⁴⁵muŋ³¹	klu⁵⁵mɔŋ¹³	kju⁵³moŋ¹²¹	ka¹¹mɛŋ³³	ka⁴⁴mɔŋ⁴⁴	m̥au³³	mɔu³³	məu³³
虱子	louse, body	tam⁵²	taŋ⁵³	tam⁵⁴⁵	ʔtam⁵⁵	tam⁵³	tam⁵³	a⁴⁴dam²⁴	dan³⁵	dan³⁵	tan³⁵
头虱	louse, head	dzei⁵²	dzei⁵³	tθei⁴³	θɛi⁵⁵	dzei⁵³	ɕei⁵³	a⁴⁴dzɛi²⁴	sai³⁵	tsi³³	tan³⁵
蚂蝗	leech	mau⁵²waŋ³¹	bja²³²	kjam³⁵	mau³³vaŋ³³	mu³¹vaŋ³¹	ma¹¹waŋ³¹	a⁴⁴bin⁴²	mau⁵³waŋ³¹	biŋ⁴⁴	mau³³jaŋ³¹
家畜	livestock	tau³¹sɛːŋ³³		tθɛŋ³¹hau⁴³	ʔtɔu⁵⁵θɛːŋ¹³	tau³¹θeŋ³³	tau³¹ɕɛŋ³³	tsuŋ⁴⁴hɛŋ⁴⁴	tau⁴²sɛ³³		
牛角	horn (cattle)	ŋoŋ³¹tɕoːŋ³³	ŋuŋ³¹kɔŋ³³	ŋɔŋ³³kjaŋ³⁵	ŋɔːŋ³³kjɔːŋ³⁵	ŋoŋ³¹kjoːŋ³³	ŋoŋ³¹kɔŋ³³	ŋ̩⁵³kɔu⁴⁴	ȵuŋ³¹klɔ³³	ŋɔŋ⁵⁵kloŋ¹³	ŋɔŋ⁵³kɣɔ³³
爪	claw	ȵiu⁵²	ȵəu⁵³	ȵaːu⁵⁴⁵	ȵaːu⁵⁵	tsaːu⁵³	ȵau³³	kui⁴²	tɕau³⁵	tsjɔu³⁵	tɕai³⁵
尾巴	tail	twei⁵²	twei⁵³	tei⁵⁴⁵	ʔtɛi⁵⁵	twei⁵³	twei⁵³	a⁴⁴dui²⁴	kɔ⁴²dwai³⁵	de³⁵	twai³⁵
