to enter	tətʃou	khutpha	ələmage	ləŋvəə	alamduŋ; atʃauduŋ	naŋmo	ɲanmo	ãŋ go	phepsuo	aliŋoŋma	jaluŋuŋge	naŋkhowama	humaʒa
to kick	loekoŋ	lagoŋ	koŋmage	koŋmage	laigoŋ	lakhi	lakhy	latsuiɾaʔkhum	latʃuiɾaʔbo	latʃuɾaba	latʃui	toŋmoŋtama	litomda
to swim	phat	phat	phakmage	phatpha	phat	khopaŋpiŋ	ikɲiŋmo	khophikhuʔ	kohaʔbo	menma	khophu	tʃelema	gaŋpaliʒa
to see	rək	rəg	rəkmage	rekpha	rək	lanmo	lanmo	adʒelaimu	læmboʔ	lema	lema	daima	duima
to hear	nũa	joipha	nuwamage	nuapha	joi	numo	joʔmoʔ	joʔba	nŭŋmoʔ	nuŋma	nuŋma	hama	hama
to wait	khan	khanpha	khanmage	khanpha	khan	dʒakmo	dʒakmo	dʒaknidʒomuʔ	dʒaʔbo	dʒaʔma	laŋdʒuime	dʒaʔma	laŋma
to cry	tʃo	tʃoapha	tʃomage	tʃoapha	tʃo	khija	khekhan	tʃeibaʔ	tʃeʔbo	tʃema	tʃei	khikma	khibʔde
to cook	ta	dauapha	mətʃəremage	dau	dau	raʔmo	raʔmo	heɾaʔmuʔ	heɾaʔbo	tʃema	tʃureʔme	tʃhodma	tʃakma
to boil (water)	tʃija	tʃaupha	lomage	katʃek	khatʃiau	khoatʃik	kotʃikmo	gutʃeʔmuʔ	hetʃobo	thyma	kotʃikmo	tʃhoude	tʃəʔde
to eat	tʃije	tʃepha	mətʃitʃimage	tʃipha	tʃije	tʃumo	tʃumo	he	hetʃŭbo	tʃhuma	hetʃŭbo	tʃhadiʔ	tʃaba
to drink	ŋaŋ	ŋaŋpha	khoŋaŋ	ŋaŋpha	ŋaŋ	liŋmo	liŋmo	liŋmu	kholiŋboʔ	liŋma	liŋma	ɲiuŋdeʔ	ɲuŋma
to sing	bue	baipha	ebubue	mə̆bai	bue	tamo	tamo	hũŋ tămu	huʔniboʔ	nima	tamo	teideʔ	teideʔ; teima
to bite	khrik; nik	thokpha	thokmage	tʃipha	thokpha	remmo	kumo	dʒekahuʔ	zĕgboʔ	zima	kaʔkhen	zaʔdeʔ	zegde
to laugh	tʃijo	ʃijaʔ	tʃijo	seʔ	ʃeʔpha	zamo	zamo	dʒeimuʔ	zemo	zema	dʒeimuʔ	dʒiadeʔ	zeida
to speak	je	jepha	jemage	sipha	jopha	somo	amo; somo	anahu	ænmoʔ	amma	amo	poŋpoŋlede	ʔinma
to tell	muuja	jepha	jemage	joupha	sipha	amo	antʃema	joŋlutʃibaʔ	anboʔ	d̪ygma	soʔme	indeʔ	ʔinsma
to know	ĩt	thejakpha	thekmage	itphat	itpha	d̪anmo	d̪anmo	godem	d̪anbo	d̪enma	deʔme	itʃeʔ	d̪enma
to forget	pija	bijapha	bijẽ	bijadan	bijẽ	graŋdʒokplakpo	phlokmo	phalakmani	phɾagbo	phɾakba	phalakmani	ŋaʔdade	kaɲdʒipha
to sleep	mijen	mijanpha	mijenmage	men	menpha	dʒiŋmo	dʒiŋmo	dʒinmaɾmu	dʒiŋbo	dʒiŋma	dʒiŋma	mindeʔ	minma
to dream	epoŋ	ebaŋbaŋ	eboboŋmage	məbaŋ	ebaŋ	baŋ	banbanbo	bambambe	banbanbo	banbanba	bambambe	deŋkhaŋaideʔ	benkhaŋaida
to do/make	ret	reʔpha	retmage	reipha	ɾappha	ɾamo	ɾamo	dʒureʔdaraʔhu	ɾad̪bo	ɾaʔəm	jame	ledeʔ	–
to work	bleret	bleret	bə̆liremage	blerepha	blija	proʔmo	proʔmo	lekoraʔmu	likoɾad̪bo	lekaɾaʔmo	bilakjamẽ	leikhaledeʔ	leka
to play	prui	brui	bruimage	bruipha	bruipha	loʔmo	loʔmo	janlamu	jeŋbo	jəmba	loʔmo	leide	leide
to dance	ʃu	ʃiupha	ʃumage	ʃiupha	kasiu	sumo	sumo	t̪eimu	tʃamposuboʔ	ʃuba	sumo; t̪eimu	lindeʔ	limda
to throw	fijan	phenpha	fijenmage	fen	phenpha	termo	moʔmo; termo	theimamu	moboʔ	mobaʔ	tyme	tosadeʔ	tosama
to lift	tʃaŋ	tʃaŋpha	tʃanmage	tʃaŋpha	tʃaŋ	khaŋmo	dʒuŋmo; khaŋmo	daʔmuʔ	dʒuŋboʔ	loʔma	tʃame	khaŋde	dʒuŋma
to push	reŋ	reŋpha	ɹiŋmage	reŋpha	reŋ	rimo	rimo	rumamu	ɾyboʔ	ɾyma	rimo	dudeʔ	duama
to pull	ɹii	ɹiipha	ɹimage	ɹiipha	ɹii	kheŋmo	kheŋmo	taʔgimu	tʃeŋboʔ	tʃeŋbaʔ	tʃeŋbaʔ	kheŋde	kheŋma
to tie	phoŋ	dʒoipha	phoŋmage	dʒoipha	dʒoi	hakmo	hogmo	phomu	hakboʔ	phoma	hogmo	waʔdeʔ	duŋma
to wipe	sat	satpha	ʃatmage	satpha	satmuã	imo	ymo	lepeziʔmuʔ	yboʔ	yma	zuhama	biʔdeʔ	zuhama
to weave (on loom)	rok	rokpha	rokmage	rokpha	məroʔ	phamo	ɾogmo	joɾakmo	ɾagbo	khuma	ɾogmo	phadeʔ	dagdeʔ
to sew	phijok	phjokpha	phijukamage	phjokpha	phijok	tʃakmo	tʃagmo	jotʃĭmo	tʃiboʔ	tʃima	tʃagmo	ʃiŋde	ʃiŋdi
to wash	tʃau	sutpha	tʃomage	satpha	tʃam	tʃhemo	tʃhemo	jokhotʃimo	jotʃimo	tʃhyma	tʃhyma	tʃhide	tʃhide
to take bath	ʃausut	sutpha	ʃut	sutpha	ʃut	khruktʃemo	sawtʃhemo	aʃomemo	soxotʃiboʔ	sokhomenmo	sawtʃhemo	dusputʃhuɾde	tʃhima
to cut something	tʃei; roŋ	tʃeipha	tʃei	tʃeipha	tʃei	tʃekmo	phaŋmo; tʃegmo	raʔmu	tʃegboʔ	tʃegmo	thai	dapde	dapde
to burn	hau	fũppha	ʃuit	dʒijopha	fupha	batʃamo	ɾimo	bedʒikmo	bhiboʔ	bima	ɾimo	dide	dima
to buy	phek	pheiʔpha	phek	phek	phek	tʃhamo	tʃhamo	ʃone	tʃeboʔ	tʃema	tʃema	ʃeide	ʃeide
to sell	tʃoŋret	leupha; tʃoŋrepha	leu	liupha	liu	tʃomɾemo	tʃhoŋdamo	tʃomɾemo	tʃoŋɾagboʔ	tʃoŋɾama	tʃoŋɾama	tʃoŋiede	ʔoŋthama
to steal	məgəgau	məgəgoupha	gau	məkəkou	məgəgau	jaumo	jaumo	jone	jobo	juma	dʒojo	bigulede	ŭma
to lie, fib	kləlaja	klam	klau	klam	khəlam	ste	stegõmo	stegoŋbe	stegõmo	st̪eʔgomba	stegoŋbe	zaʔlede	haɾdʒa
to take	ɹije	ɹeipha	tharijamage	jepha	lije	tʃhumo	tʃhumo	tʃune	tʃhubo	tʃhuma	tʃhumo	haɲi	laba
to give	phi	phipha	phimage	phipha	phi	tʃhimo	tʃhimo	tʃimamo	tʃhibo	tʃhimo	tʃimamo	ʃima	ʃima
to kill	ua	uapha	wamage	uapha	ua	atomo	ʔomo	ʔomamo	ʔomaɾe	yma	ʔomo	ʔide	aʔdama
to die	ii	ipha	ida	idən	idun	ʔimo	ʔimo	imale	ʔimale	ʔoʔma	idoŋ	iloŋ	ʔide
to love	izakhə	pəʃunpha	vijerat	bəʃunrepha	inza	adʒap	snule	bĭlajuŋne	saŋbo	saŋba	saŋba	gadi	gade
to hate	lizijak	snoipha; arajoŋ	arəkjaŋ	arakmajaŋ	ɹidʒek	bedʒapa	blaɲuba	hæn	ănuŋtiŋbo	păsaŋni	ləŋzi	dujaŋbaŋ	gadʒanbagaba
one	tʃo	dʒijo	dʒijo	dʒe	dʒe	han	han	han	han	hanan	han	hin	hin
two	ɲiŋ	ɲiŋ; niʔ	ɲijan	niʔ	ɲiŋ	nit	ɲiʔ	niʃ	niʔ	niʔ	nari	niʃ	ɲes
three	əm	um	um	um	um	uŋ	uŋ	um	ʔuŋ	ʔuŋ	um	om	ʔum
four	ri	vi	vi	vi	vi	bə̆si	bə̆si	pʃi	psi	psi	psi	psi	phəhi
five	kuwa	guwe	guwa	uwe	gu	khu	khu	khu	khu	khu	khu	kha	kha
six	rap	rap	rap	rak	rap	tʃuk	khyt	tʃy	tʃyk	tʃhyk	tʃy	tʃyk	tʃhuʔ
seven	mə̆lija	mə̆lija	mə̆lija	mə̆lija	mə̆lija	sik	sik	siʔ	sik	sik	sik	his	ʃis
eight	milija	milija	milija	milija	məlau	sardʒat	saɾgjat	saɾdʒe	saɾdʒeʔ	saɾtʃe	saɾdʒe	saɾgeʔ	saɾgeʔ
nine	deke	dəkhy	deke	thəkhei	deke	dikhi	dəkhy	thekiui	theky	theky	dəkhy	t̪hikhu	t̪hikhu
ten	sũ	suã	suŋa	suã	suwa	sõ	sõ	sou	sõ	sõ	sõ	ʃan	ʃan
eleven	sənatʃau	sənadʒe	sonatʃe	sənadʒe	sənadʒe	sahan	sahan	sõlahan	sõlahan	sõlahan	sõlahan	ʃamʃihin	ʃamʃihin
twelve	sənaɲiŋ	sənaŋeŋ	sənaŋeŋ	sənaɲiŋ	sənani	sinit	səɲik	soŋleni	sõloniʔ	soŋlenik	sõlenik	ʃamʃnis	ʃamsinɲes
twenty	etʃek	etʃet	etʃet	nitʃok	nitʃok	khan	khai	khan	khowan	khowan	khohen	kheihin	khaihin
hundred	vijamtʃa	vijaŋdʒa	vem	vindʒe	vindʒe	dʒan	dʒoai	dʒoan	dʒowan	dʒowan	dʒohen	dʒehin	dʒahin
thousand	jamsua	hazardʒa	hazar	hazardʒa	hazardʒa	hazar	dʒosoŋ	toŋtoan	t̪oŋt̪oʔwan	t̪oŋt̪oʔwan	toŋtʃahen	traŋtahin	toŋta
few	mədətua	ədʒa; uidʒa	mədətua	uidʒa	iu	laŋan	alaŋ	atʃedo	ătʃen	atʃedo	atʃedo	halamhim	daudin
some	jeuʔtʃa	mididʒa	mədətua	uidʒa	ɲabutu	munijanijaŋ	sydwĕ	ajaŋsoʔ	atʃeʔen	muʔ	melate	abelise	azalisi
many	mənau	badʒa; pamei	bame	mənau	badʒo; məno	dʒeptʃaŋ	amat; dʒepo	ajaŋ	jymoʔ	jumoʔ	ame	juɾ	meka
all	dʒap	dʒap	dʒap	dʒap	tham; dʒap	zaptaŋ	athom; dʒebdoŋ	athym	ăthem	athom	ăthem	kaŋpu	galugaŋga
big	ebou	bou	ebou	bou	bou	adok	odok	adok	ăd̪oʔ	adoʔ	adok	adoʔ	ʔelaŋ
small	ejuŋ	ejuŋ	ẽeu	ejuŋ	iu	atʃan	atʃandu	adʒendo	tʃoŋd̪oʔ	tʃoŋd̪oʔ	adʒendo	kati	ʃadaʔ
long	ephijam	phijaŋ	phijaŋ	phijaŋ	ephijam	aɾeŋ	araŋ	araŋ	araŋ	aɾeŋ	aɾeŋ	uriŋ	uliŋ
short (length)	edəm	dum	dəm	dum	eduŋ	athuŋdu	ăthoŋ	tʃekmo	ăthoŋ	tʃoŋdo	athuŋdu	khanda	tʃuŋtso
heavy	elai	lai	lai	lai	elai	alitʃaŋ	ali	ali	ali	ali	ali	uli	uli
light (not heavy)	thou	thou	tho	thou	nəthou	aruŋdu	ɾuŋ	aruŋdu	ăɾuŋd̪oʔ	ăɾuŋd̪oʔ	aruŋdu	jaŋpu	jaŋʃo
fat	khəbup	baŋ	bou	baŋ	məbaŋ	adok	bokbok	adoʔ	biŋtʃen	adoʔ	aduk	dʒajakpa	elaŋ
thin	khətʃek	khijan	kətʃen	sinija	kherijaŋ	reŋkoŋ	kreŋkreŋ	aʃuŋ	tʃoŋd̪oʔ	tʃoŋd̪oʔ	adʒadu	kempa	ʃaladin
wide, broad	erai	sei	ephijaŋ	erai	erai	thi	athat	araŋ	phɾuwado	araŋ	khandʒaŋ	phaɾa	elaŋ
narrow	khərok	nəkhok	dəəm	dətʃoi	ekhok	atʃaŋdu	atʃap	at̪uŋdu	phɾutʃoŋd̪oʔ	tʃhaŋdoʔasoʔ	gətʃe	phaɾakat̪i	ʃada
deep	dʒam	dʒam	betʃou	dʒam	dʒam	agi	agy	kampoŋ	dʒyɾui	adʒy	adʒi	dogaŋ	how̆dĕʔ
shallow	etʃau	nətʃeja	lakhuŋ	tʃeja	etʃau	agiboo	atʃapdu	aɾtʃadu	ătʃŭŋ	tʃhaŋdo	aɾtʃadu	tatabe	huʔpan
full	elija	lei	lija	lei	elei	phiŋba	phiŋba	aphiŋ	aphiŋ	tʃhuʔuɾuwa	aphiŋ	psiŋdeʔ	ʃiŋde
empty	sloi	sloi	sloi	sloi	esəloi	aruk	aruk	aruk	aruk	aɾuk	aruk	toŋpabe	toŋpa
hungry	tʃii	tʃii	tʃii	ʃii	tʃii	hõ	khuŋba	hetʃuŋni	hekũŋ boʔ	khuŋba	akhuŋ	khamde	khamde
thirsty	khanahou	khanahaŋ	kanehoŋ	khanaŋraŋ	khahənaŋ	hoɲijo	ɲuba	hekuŋba	juŋboʔ	juŋba	khajuŋ	tʃhoŋ	jaŋde
sweet	phijaŋ	phijaŋ	phijam	phijaŋ	phijaŋ	atʃi	atʃi	tʃĕbeʔ	ʔatʃĩ	aboɾo	abələatʃi	tʃiɾi	ʔobida
sour	etʃiŋ	tʃuŋ	tʃuŋ	tʃuŋ	etʃiŋ	kheti	kheti	tʃebe	tʃĩti	tʃakwa	batʃi	tʃumteʔ	tʃumpa
bitter	ekhou	khou	khou	khou	ekhou	atʃak	akhiok	tʃakbe	ădʒuŋ	tʃhiba	atʃak	tʃaʔdeʔ	tʃakde
spicy, hot	ra	rau	etʃək	rau	etʃək	moŋba	moŋba	hoʔbe	hobo	hoba	jopũ	jeideʔ	jeideʔ
ripe	emeŋ	dʒum; men	emijan	emen	emeŋ	juŋkhan	juŋba	henĭbe	dʒuŋbo	dʒuŋkaŋ	juŋpə̆hu	hijaʔdeʔ	dʒomde
rotten (fruit)	eʃuŋ	ʃoŋ	eʃuŋ	eʃuŋ	eʃuŋ	barokhan	–	hũlũbe	–	anuŋ	gafuŋ	ɲaŋoŋloŋ	–
fast	kəthau	tʃeŋ	dʒok	dʒok	ebi	ipsiŋba	atʃer	adʒoʔ	adʒoʔ	atʃher	adʒoʔ	pasa	ʃeʃaɾa
slow	ɹasija	ɹasija	ɹasija	ɹasija	ɹasei	anodu	anodu	anoːdu	noʔd̪uʔ	noʔd̪uʔ	nadu	hasta	hasta
same	õ	õ	õ	õ	ŏdʒe	adu	hando	handou	ăt̪ːu	hanandoʔ	ăt̪ːu	tʃikdabe	mahinden
different	jojo	jo	jo	jo	jojo	sŭsu	sŭsu	age	age	age	age	sosoʔ	sŭsu
dry	ekau	egau	egau	gou	nəgou	ʔoʔõ	ʔõː	iɾkõ	ʔoʔõ	ʔoʔõ	ʔoʔõ	aɹloŋ	war
wet	eʃoi; emum	eʃoŋ; emam; eləŋ	eʃoŋ	eʃoŋ	eʃoŋ	aʃiŋ	khle	khulumale	khli	khile	khaledʒeʔduŋ	uʃiŋ	uʃiŋ
hot	etʃek; eluŋ	tʃep	etʃek	etʃek	lua	ătʃik	ătʃik	atʃi	ătʃik	ătʃik	atʃi	utʃi	utʃi
cold	etʃai	etʃai	etʃai	tʃui	etʃui	atʃhan	atʃhan	rembe	ătʃeʔĕn	ɾamkhan	atʃen	utʃen	utʃen
good	vije	vije	vije	vije	vije	adʒap	adʒap	adʒap	adʒap	adʒak	adʒa	udʒo	nakpa
bad	avije	avije	avije	avije	avije	bedʒakpa	aɲu	aŋuba	ănuŋ	ănuŋ	ănuŋ	udʒan	nakpapaŋ
new	evoŋ	ewã	ovou	mvəo	evo	ohan	afan	afan	ăhan	ăhan	afan	okhon	ʔohan
old	ehek	ehek	ehe	ehek	ehek	aman	aman	atʃan	omen	aman	omen	omen	omen
broken	etʃõ	edʒok; dʒolek	tʃoda	dʒui	muduŋ; mutʃun	khana	khja	zekmaniʔ	dʒeʔboʔ	dʒekhan	tʃadoŋ	geɾloŋ	gedʒuide
above	lakhuŋ	lakhuŋ	lakhuŋ	lakhuŋ	lakhuŋ	khumu	khinto	atʃuŋ	ist̪aŋan	khuŋlo	khuŋro	tʃaŋkho	khoa; khotʃamŋa
below	bətʃou	bətʃou; ləwa	bətʃou	bətʃou	bətʃou	khuto	khuto	suŋkhu	ist̪aŋanɾo	khuɾo	khuɾo	beita	khja
far	ruaŋ	ruaŋ	ruaŋ	ruwaŋ	ruaŋ	atʃoʔ	okhjo	atʃoʔ	atʃho	atʃoʔ	atʃho	thaoriŋ	humaŭliŋ
near	enui	noi	noi	noi	anoi; atʃua	kapdul	ana	anedu	aɲedo	aneduʔ	aɾeŋ	teapkho	hantaŋ
right	phazui	phozoi	phozoi	havik	phazui	atʃoto	atʃho	atʃou	heʔ	atʃho	atʃho	thita	huʃu
left	phavik	phavik	phavik	hazoi	phavik	mikheto	mekhe	ehe	tʃoʔ	hetan	axe	tʃoita	ɲimlakpa
black	esai	esai; soi	esai	soi	esui	atʃõ	atʃuŋ	atʃuŋ	atʃuŋ	atʃuŋ	atʃuŋ	utʃham	utʃham
white	emoŋ	emou; mõu	emou	mõu	emoŋ	adʒõ	ăzõ	adʒan	ăzõ	ăzõ	ăzõ	jaŋkar	jaŋkar
red	eʃek	eʃaik; ʃeik	eʃaik	ʃei	eʃaik	ehek	ehek	ehek	ʔĕhĕʔ	ehek	ehek	oɾkhejaʔ	ʔĕhĕʔ
green	erije	ere; re	erije	ere; re	ere	oho	oho	oho	ʔŏho	ʔŏho	oho	jaŋ	ʔijaŋ
yellow	etʃui	dʒoi; edʒoi	edʒoi	dʒoi	edʒoi	ʔaha	ʔaha	ehe	ʔĕhe	ʔĕhe	ʔaha	serbu	dʒuŋ
when (near future)	kətʃuŋ	kətʃuŋ	kətʃuŋ	kətʃuŋ	kətʃuŋ	ado	ăd̪uŋ	aduŋlua	ăd̪uŋ	ăd̪uŋ	ăd̪uŋ	adaŋ	tʃetoŋ
where	kəʃoo	kə̆so	kəʃoo	kə̆so	kəʃoo	nəkha	ɲakha	thalua	bĭd̪e	tʃŏ	tʃoro	hata	ʔăwa
who	haŋuŋ	haniju	haniju	haniju	haniju	ni	ɲija	mila	mija	mija	mi	mi	mi
what	niw	niw	niwka	nije	ɲijaga	mu	mua	atja	pə̆tʃõ	pə̆tʃõ	miti	abe	ʔaza
how many	khemotʃia	khemo	khemodʒa	khama	khemo	napan	jepaja	thokʃuaŋ	mipheːn	botuana	nepha	abehiŋ	ʔaphin
this thing	heiphomono	heiphomono; mənohi	ehihi	heiphomono	dʒije	othai	thua	othatʃalo	təkə	thaʔetʃalo	thadʒi	otʃima	ʔŭtʃhi
that thing	throŋphomono	throŋphomono	throŋdʒa	thibamigijaŋ	thedʒi	thaŋai	tethigo	odʒetʃalodʒe	thaŋɾoʔ	thuwetʃalo	tibadʒi	ot̪hijaʔma	teita
these things	zaphomono	hithebomono	hithəə	hephamənothe	hithəə	thithai	twagi	athoumdʒyŋ	thɾuŋthaŋ	thaʔetʃalo	athun	utʃimagaŋpu	ʔŭtʃigaŋga
those things	khetmono	thedʒibomono	dʒidʒaithə	dʒaphaməgijaŋ	theizap	thutai	tethitigːe	othaimagaŋpu	ăthek	thuwetʃalo	thivathun	othaimagaŋpu	teitagaŋga
1st sg. (I)	ko	go; gu	go	gu	go	gu	gu	gu	gũ	gu	gu	ga	ga
2nd sg. (familiar)	no	no	no	no	no	naŋ	naŋ	naŋ	naŋ	naŋ	naŋ	ni	naŋ
2nd sg. (honorific)	no	no	no	no	no	naŋ	naŋ	naŋ	naŋ	naŋdʒi	nare	naŋ	naŋ
3rd sg. (generic/male)	we	uwe	oe	thei	oe	jai	wa	khuə	naŋ	thuwe	thiwadʒi	hoi	ʔui
3rd sg. (female)	we	uwe	uwe	thei	uwe	jai	wa	naŋ	naŋ	thuwe	khawadʒi	naŋ	ʔuid̪amu
1st pl.	kəthəa	khət̪he	kəthəa	khət̪he	gəthəe	ga	ga	khət̪he	gyɾy	gu	gu	gaɾkaŋpu	galu ganga
2nd pl. (familiar)	nathəa	nat̪hek	nathəa	nathe	nathəa	nai	nabluŋ	nat̪hek	năthek	năŋthek	năthek	naɾgaŋpu	naɾugaŋga
2nd pl. (honorific)	nathəa	nathek	nathəa	nathe	nathəa	nai	nabluŋ	khiraŋ	nathek	naŋthekdʒi	nathek	nargaŋpu	naɾugaŋga
3rd pl.	ethe	ethe	nathəa	thei	ethəe	jar	wabluŋ	wathek	athek	thuwe	thiwathi	waɾbaʔ	walu
