#	Gloss	Chugpa (Duhumbi)	Lishpa (Khispi)	Sherdukpen (Rupa)	Sherdukpen (Shergaon)	Sartang (Rahung)	Sartang (Khoitam)	Sartang (Jerigaon)	Sartang (Khoina)	Bugun (Dikhyang)	Bugun (Singchung)	Bugun (Wangho)	Bugun (Bichom)	Bugun (Kaspi)	Bugun (Namphri)	Puroik (Bulu)	Puroik (Kojo Rojo)	Puroik (Rawa)	Puroik (Saria)	Puroik (Chayangtajo)	Puroik (Lasumpatte)	Puroik (ZMYYC 1991)	Puroik (Li Daqin 2004)
77	smoke	bu-kʰu	bu-kʰu	ba-kʰy	ba-kʰy	ba-kʰy	ba-kʰy	ba-kʰy	ba-kʰy	bakʰau	boᵉkʰaᵘ	bukʰu	bamkʰam	baiŋkʰam	boᵉmokʰəm	bɛkʰɨː	baikəː	baikɨː	baikɨː	bɛːkɨː	bɛːkɨː	bæ³³kɯ³³	bæ³³kɯ⁵⁵
79	stand	kʰiŋ	kʰiŋ	kʰĩː	kʰĩː	ʨʰĩː	ʨʰĩː	ʨʰĩː	ʈ͡ʂʰĩː	ʦai	riᵒma	riᵒ	riᵒ	ʤoi	ʤaimage	ʧiN	ʧin	ʧiŋ	ʧiŋ	ʧiŋ	ʧiŋ	cin³³pua¹¹	cin⁵⁵
80	star	kaɹma	kaɹma ~ kalma	zyʔ ~ zy ~ zyk̚	ʨʰu-zuk	ʨʰyŋ-zyk	ʨʰyŋ-zyk	də-zyk	dy-ʐyk	ʦaːtrɔŋ	sadijoŋ	satijoŋ	tadijaŋ	ladijaŋ	tadijaŋ	haNwaiʔ	hadaŋ	sat	saiʔ	pəʤaiʔ	pəʤaiʔ	ha³³ɣat⁵³	ha³¹ɣai⁵³
81	stone/rock	luŋ	luŋ	lýŋ	luŋ	rýŋ	rýŋ	lýŋ	lýŋ	ləbau	labaᵘ	labaᵘ	labaᵘ	labaᵘ	lubu	kalɨŋ	kahoŋ	kəbɹaː	kəbɹaː	kəbɹaː	kəbɹaː	kə³³pɔʳ³³	kə³¹paʳ⁵⁵
78	sun	na-mi	na-mi ~ na-me	nə-nyː	nə-niː	nə-miː	nə-myː ~ nə-miː	nə-nyː	naː-nyː	haːnɛiŋ	hanaⁱ	haneⁱŋ	hanaⁱ	hanaⁱ	hanaⁱ	hami	hami	hami	hami	kriː	kriː	kə³³ri³³	kəʳ³¹ri⁵⁵
83	sweet	jɔŋjɔŋ	ʔɔ-bej-da	ʔa-ʦĩː ~ ʔa-ʨĩː	ʔa-ʨĩː	ʨĩː	ʨĩː	ʔa-blã	ʔa-ʦĩː	pʰjɛŋ	pʰijam	pʰijaŋ	pʰijaŋ	pʰijaŋ	pʰijaŋ	apin	apin	apin	apiŋ	apiŋ	apiŋ	a³³piŋ³³	a³¹pin⁵⁵
84	tail	ɲɔj	ɲuj ~ ɲɔj	ʔa-ɲaː	ʔa-ɲaː	ʔa-nɛʰ	ʔa-nɛʰ	ʔa-nɛʰ	ʔa-naːʰ	əɲui	eɲoⁱ	eɲoⁱ	eɲoⁱ	eɲoⁱ	eɲoⁱ	a-nyi	a-sərjam	akədoŋ	ɲimɹɛː	ni-mɹɛː	ni-mɹɛː	a³³ɲuk³³kuaŋ³³	a³¹ɲiu⁵⁵kuaŋ⁵⁵
85	to take	tʰɔn	tʰɔn	tʰøː	tʰɛː	tʰɛn	tʰĩː	tʰøː(n)	tʰøː	rijə	tʰarijamage	ɹije	ɹeⁱpʰa	jepʰa	lije	leː	lei	lei	rei	rei	rei	ɣei³³	ɣei⁵⁵
86	thick	ʔɔ-tʰɛs	ʔɔ-tʰɛs	ʔa-tʰat	ʔa-tʰɛt	ʔa-tʰɛ	ʔa-tʰɛ	ʔa-tʰɛ	ʔa-tʰɛ	əkʰlabou	-	-	-	-	-	apən	apen	apiʔ	toʔrɨː	apiʔ	apiʔ	a³³piʈ³³	a³¹piᵗ⁵³
88	this	ʔɔ-ʨʰi	u-ʨʰi	tʰwa	tʰa	tʰə	tʰɛː	tʰaː	tʰaː	-	ehihi	hepʰomono	hepʰomono ~ menohi	hepʰomono	ʤije	hɨŋ	həŋ	həŋ	həŋ	həŋ	həŋ	həŋ³³	həŋ⁵⁵
90	tongue	lɔj	luj ~ lej	laː-pʰɔ̃	laː	lɛː	lɛː	lɛː	laː	ryi	iri	ri	ri	ri	ri	alyi	jui	lue	lue	arue	arue	rye³³	a³¹lye⁵⁵
91	tooth	hin-tuŋ	ɕin-tuŋ	tɔkʦʰeː ~ tɔkʨʰeː	nə-tʰuŋ	pʰ-tʰyŋ	nə-tʰyŋ	nə-tʰyŋ	ny-tʰyŋ	ɕiɲɛn	ʃiniŋ	ʃinijat	ʃinijat	ʃiniŋ	ʃiniŋ	kətɔN	kətuaŋ	tuaŋ	tuaŋ	kətuaŋ	kətuaŋ	kə³³tuaŋ³³	kɯ³¹tuaŋ⁵⁵
92	water	kʰow	kʰaw	kʰoː	kʰoː	kʰoː ~ kʰow	kʰɔː ~ kʰoː	kʰɔː	kʰɔː	kʰoː	kʰo	kʰoᵘ	kʰoᵘ	kʰoᵘ	kʰoᵘ	kʰɔː	kua	kua	kua	kua	kua	kua³³	kua⁵⁵
93	what?	ʔa-be	ʔa-be	musi ʔaː	mə-raː	pʰ-ʨʰɔ̃ː waː	ʔa-ti jaː	mə-tiː ja	mə-tiː ja	ɲujaː	niwka	niw	niw	nije	ɲijaga	hɛː	hai	hai	hai	hiː	hiː	hi⁵³ɟeh⁵³	hi⁵⁵
17	white	jaŋkaɹ	jaŋkaɹ ~ jaŋkal	ʔa-zɔ̃ː	ʔa-zɔ̃ː	ʔa-zɔ̃ː	ʔa-zɔ̃ː	ʔa-zãː	ʔa-zãː	əmau	emoᵘ	emoŋ	mõᵘ emoᵘ	mõᵘ	emoŋ	arjuN	arjuŋ	arjuŋ	arjuŋ	arjuŋ	arjuŋ	a³³rioŋ³³	a³¹ɬioŋ⁵⁵
94	who?	mi	mi	ɲiː	ɲiː	miː	miː	niː	niː	haɲu	haniju	haŋuŋ	haniju	haniju	haniju	mii	hoː	hoː	haː	haː	haː	ha³³	ha⁵⁵
96	wind	nam-suŋ	nam-suŋ	nə-sɔm	nə-sɔm	p-søm	ny-sɔm	nə-søn	na-søn	haːsaːm	hasam	hasam	aʃam	hasam	hasam	haNʃin	hahɹɨn	hahɨn	ahuiʔ	aŋhuiʔ	aŋhuiʔ	aŋ³³huʈ⁵³	aŋ³³xɯᵗ⁵⁵
97	wing	pɛmpu	ɲuj-pʰa	nə-pʰaŋ	lə-pʰaŋ	mə-pʰaŋ	nə-pʰaŋ	ny-pʰaŋ	ny-pʰaŋ	əjik̚ ~ eːjik̚	-	-	-	-	-	aʒuiN	aʒun	azuət	məjuiʔ	ajuiʔ	awiʔ	a³³juʈ³³	a³¹jəuᵗ⁵⁵
16	woman	ʥu-mu	ʥu-mu ~ ʥə-mu	ʥə-my	ʥə-mi	ʥə-my	ʥə-my	ʥə-my	ʥə-my	bə-mi	dimi	bimi	bimi	hõamu	hõamua	məruː	amui	amui	amui	amui	amui	a³³mui⁵³	bi⁵⁵a³¹mui⁵³
98	wood	ɕiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	hiŋ	ʃiN	hɹɨn	hɨŋ	hɹiŋ	hɹeŋ	hjeŋ	heʴn³³	hren⁵⁵
99	yesterday	dɛj-ju	di-ju	di-jau	-	ʥɔ-hɔː ~ ʥoː	ʥy-jɔː	dy-jɔː	dy-jɔː	dijau ~ dijou	dijo	dijo	dijo	tʰəmijaŋ	dijo	ʤirjɛ:	rəniː	(prjoniː)	bɹõrĩ	bjariː	bjariː	bie³³ri⁵³	bie³³ɬi⁵³
